ID,Carimbo de data/hora,Obrigado! Você quer participar desta pesquisa?,Idade,Gênero,Maior grau acadêmico,Anos de experiência em desenvolvimento de software,Número de projetos de desenvolvimento de software que participou,"Na sua opinião, qual o seu nível de experiência com desenvolvimento de software?",Função atual na empresa:,Linguagens de programação que você é proficiente,2.1 Descreva casos onde você esteve envolvido em discussões sobre Requisitos Não Funcionais (NFRs) no desenvolvimento de software,2.2 O que leva você a participar ativamente quando encontra discussões relacionadas a RNFs em seu projeto (Selecione todos que se aplicam),2.3 Quais RNFs você normalmente discute durante o desenvolvimento de software? (Selecione todos que se aplicam),2.4 Qual é o seu nível de contribuição para a elicitação e especificação de RNFs?,"2.5 Ao lidar com problemas relacionados a RNFs, como você acessa as informações necessárias? (Selecione todos que se aplicam)","2.6 De acordo com minha experiência, Requisitos Não Funcionais (RNFs) são cruciais para o sucesso do projeto.",2.7 Em qual fase do desenvolvimento de software você observou discussões sobre NFRs? (Selecione todas que se aplicam),"2.8 Nos projetos de software dos quais você participou, haviam especialistas dedicados a tratar questões associadas a Requisitos Não Funcionais (RNFs) dentro do sistema? Se tais especialistas existiam, eles tinham um papel distinto dentro do sistema? Por favor, detalhe.",3.1 Quais estratégias você usa para garantir que os RNFs sejam considerados adequadamente durante o desenvolvimento? (Selecione todos que se aplicam),3.1.1 Explique como e quando isso acontece:,"3.2 Durante as discussões de requisitos não funcionais em sistemas de código aberto, quais desafios você enfrentou (Selecione todos que se aplicam)",4.1 Você recebeu ou deu alguma sugestão útil sobre como abordar os RNFs nos projetos em que participou? Descreva como isso aconteceu e como influenciou sua abordagem para lidar com RNFs.,,,
29,01/09/2023 13:04:09,Sim,43,Masculino,Mestrado,20,20,Alto,Suporte e Análise de Dados,Java,"Dos casos que participei, me recordo de ter atuado na definição de aspectos da interface com o usuário (padrão de telas) e também relacionados com performance. Alguns projetos demandam disponibilidade muito alta (24/7) e isso precisa ser discutido com equipe de infraestrutura.","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação.",Baixo,"Documentação de requisitos, Reuniões",Concordo,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento","Não, era responsabilidade do analista do sistema (tanto levantamento de requisitos não funcionais quanto de requisitos funcionais).","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights",Nas reuniões iniciais de definição do escopo e requisitos do projeto.,Compreensão limitada das implicações técnicas dos RNFs,"Não me recordo de uma sugestão específica, mas sempre procurei contribuir nos requisitos funcionais relativos à performance e usabilidade.",,,
30,01/09/2023 20:28:11,Sim,25,Feminino,Bacharel,3,2,Baixo,Desenvolvedor de Software,"Python, JavaScript","Normalmente sou mais envolvida quando o requisito não funcional  é segurança, o ponto principal e descobrir qual é o nível de acesso mínimo que devemos utilizar em uma para que o usuário possa utilizar a aplicação sem colocar a segurança em risco","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado.",Baixo,"Usamos os servicos da aws, entao usamos a documentação da mesma para implementar os recursos para ajudar na manutebilidade, seguranca e desempenho",Concordo Fortemente,Iterativamente durante o todo ciclo de vida de software,"Não tinha um especialista, mas antes de entrar na empresa que realizei esse projeto, somos treinados a manter a conformidade, segurança, manutenabildade de todas as atividades realizadas dentro dela.",Revisar e refinar as definições de RNFs no início do processo de desenvolvimento,Normalmente  quando iniciamos um projeto novo estabelecemos o servico que vamos usar e como gostariamos que as restricoes de seguranca funcionem.,Nenhum,"Já recebi, estava criando aplicações para rodar em um serviço chamado aws lambda, meu companheiro de time sugeriu a criação de uma VPC(virtual private cloud) para rodar a aplicação com mais segurança ",,,
31,04/09/2023 14:39:59,Sim,34,Masculino,Bacharel,5,7,Alto,Gerência de Projeto,"Python, JavaScript","Trabalhando em sistema com requisitos de transmissão e exibição de informações em tempo real;
Trabalhando com sistemas onde havia necessidade de compatibilidade com multi plataformas e dispositivos.","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Potenciais riscos de NFRs não serem abordadas, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Fase de desenvolvimento, Fase de testes, Fase de implantação, Fase de manutenção, Iterativamente durante o todo ciclo de vida de software",Não haviam especialistas,"Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Realizando testes que visam validar o RNF definido",Realizando uma sólida difinição dos requisitos no inicio do projeto e fazendo um acompanhamento próximo do desenvolvimento dos requisitos que podem afetar diretamente os RNF definidos.,"Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Ambiguidade em definir e articular RNFs claramente, Compreensão limitada das implicações técnicas dos RNFs","Estar atento aos RNFs pode significar a diferença entre o sucesso ou fracasso de um projeto de software. Então a abordagem mais importante é jamais negligenciar os RNFs e dar eles toda atenção necessaria, assim como todo e qualquer requisito funcional implementado.",,,
32,08/09/2023 16:02:31,Sim,23,Masculino,Bacharel,2.8,3,Baixo,Desenvolvedor de Software,"Python, JavaScript","Em discussões relacionadas a usabilidade, desempenho e segurança para a entrega de uma aplicação de qualidade.","Impacto na qualidade do software que você usa, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Muito baixo,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase de desenvolvimento, Fase de testes, Fase de manutenção",Não haviam.,"Colaborar com outros membros da equipe para coletar insights, Integrando a testagem de RNFs no pipeline de integração contínua","Durante o desenvolvimento de software é pensado em equipe o desempenho, usabilidade e segurança do software. Ao fazer deploy em um pipeline de integração contínua também é validada a segurança do código.","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Ferramentas ou frameworks insuficientes para testar e verificar aspectos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais, Compreensão limitada das implicações técnicas dos RNFs",Não.,,,
33,24/08/2023 11:02:45,Sim,33,Masculino,Doutorado,14,10,Alto,Engenheiro de Software,"Java, Python, Dart","Na maioria dos projetos em que participei, os NFRs mais discutidos foram em relação a desempenho e manutenibilidade. Em um dos primeiros projetos que trabalhei tivemos problemas de desempenho que resultaram em diversas discussões e tarefas. O problema era relacionado a modelagem ineficiente do banco de dados. 

No meu trabalho atual também temos discussões constantes sobre desempenho e escalabilidade. Com o aumento de clientes estamos constantemente realizando tarefas e reuniões de design para tornar um dos nossos projetos mais escalável e para melhorar seu desempenho. 

No meu trabalho atual também temos seções de modelagem para ameaças de segurança. Isso se tornou obrigatório devido aos altos riscos de ataques que projetos de software podem sofrer.

Por fim, recentemente trabalhei no design de um projeto novo. Pare isso fiz uma proposta inicial, em seguida discuti e melhorei o design junto com o time. O objeto era ter um design flexível para adição de novas funcionalidades.","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Oportunidade de aprendizado","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou do tráfego de usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Comentários do código, Discussões em plataformas de versionamento (por exemplo, issues e pull requests), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,"Fase inicial (por exemplo, a fase de design), Iterativamente durante o todo ciclo de vida de software","Dentro da empresa temos especialistas em certos NFRs, como aqueles relacionados a segurança e infraestrutura. Porém, eles não são exclusivos do nosso projeto. Ao invés disso, atuam em todos os projetos da empresa.","Revisar e refinar as definições de RNFs no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em RNFs, Empregar ferramentas ou frameworks específicos para avaliação de RNFs, Integrando a testagem de RNFs no pipeline de integração contínua","Temos ferramentas focadas em qualidade que avaliam os artefatos do projeto periodicamente. Além disso, utilizamos o processo de Pull request, onde todas alterações são revisadas. Por fim, frequentemente realizamos seções de design relacionadas aos NFRs ","Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais",Para segurança temos um template para modelagem de ameaças de segurança. Para manutenibilidade temos documentação sobre boas práticas de design.,,,
34,24/08/2023 17:44:11,Sim,28,Feminino,Doutorado,8,8,Alto,Engenheiro de Software,Java,No meu trabalho atual tive que discutir sobre o não funcional ao projetar a arquitetura antes de começar a programar algo.,"Impacto na qualidade do software que você usa, Alinhamento com as metas do projeto, Riscos potenciais de NFRs não são abordados","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acessos não autorizados., Usabilidade: Facilidade de utilização e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Baixo,"Documentação de requisitos, comentários de código, discussões sobre plataformas de controle de versão (por exemplo, problemas e pull requests), reuniões, com outros colegas (mais experientes), e-mail",Concordo Fortemente,"Fase inicial (por exemplo, fase de design), fase de desenvolvimento, fase de teste, fase de implantação, fase de manutenção, iterativamente durante todo o ciclo de vida do software",Não,"Revisar e refinar as definições de NFR no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em NFRs, Empregar ferramentas ou estruturas específicas para avaliação de NFR, Integrar testes de NFR no pipeline de integração contínua",Acontece quando um cliente exige algo. O dono do produto coleta o produto desejado do cliente e junto com a equipe desenhamos os requisitos e a arquitetura e então os desenvolvedores iniciam a programação.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Ambiguidade na definição e articulação clara das NFRs, Compreensão limitada das implicações técnicas das NFRs","Não, sou novo na indústria e anteriormente na academia não precisava fazer isso formalmente com uma equipe. Normalmente, os projetos que fiz na academia eram discutidos entre mim e meu orientador, e decidimos juntos pelo NFR ou sozinho. Atualmente, no meu trabalho discuto as NFRs com minha equipe e tentamos documentá-las de alguma forma. Meus colegas são mais experientes que eu, então apenas ouço e aprendo com eles, às vezes dou pequenas sugestões, mas na maioria das vezes eles sabem como cuidar dos NFRs.",,,
35,24/08/2023 18:26:13,Sim,33,Masculino,Mestrado,13,9,Muito Alto,Engenheiro de Software,"Java, JavaScript, Ruby, PHP","Ao projetar a interface do usuário para uma página de pagamento, designers e desenvolvedores discutiram NFRs relacionados à usabilidade e acessibilidade. Consideramos fatores que melhoram a experiência do usuário, como capacidade de resposta e facilidade de navegação.","Impact on software quality that you use, Alignment with project goals","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acesso não autorizado., Usabilidade: Usuário -simpatia e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), reuniões, com outros colegas (mais experientes)",Concordo Fortemente,Iterativamente durante todo o ciclo de vida do software,Não,"Revisar e refinar as definições de NFR no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em NFRs","Normalmente discutiríamos tudo na fase de coleta de requisitos, mas algumas coisas podem ser perdidas e podemos identificá-las/apontá-las também durante a fase de revisão ou teste.",Falta de documentação clara para requisitos não funcionais no sistema de código aberto; Ferramentas ou estruturas insuficientes para testar e verificar aspectos não funcionais,"Sim, em relação ao desempenho. Por exemplo, a maneira como eu estava extraindo alguns registros do banco de dados.",,,
36,27/08/2023 11:13:47,Sim,31,Masculino,Mestrado,13,9,Muito Alto,Arquiteto de Software,Java,"Durante o desenvolvimento de softwares baseados na Web, estive envolvido em discussões relacionadas a Autenticação, Autorização, Segurança e Implantabilidade.

Agora, trabalhando com APIs altamente escaláveis, estou mais aprofundado em SLDC, desempenho, escalabilidade, segurança de dados, LGPD e outros requisitos NF.

Também sou responsável por uma equipe de Plataforma, focada em Arquitetura e nossos principais KPIs são o Nível de Maturidade DevOps, 4 Key Metrics, etc.","Relevância para sua área de especialização, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Riscos potenciais de NFRs não são abordados, Oportunidade de aprendizagem","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e impedir o acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software., Uso justo de dados pessoais (LGPD, GDPR)",Muito Alto,"Documentação de requisitos, plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), discussões sobre plataformas de controle de versão (por exemplo, problemas e pull requests), reuniões, com outros colegas (mais experientes), e-mail, documentos de especificação NFR e Planilhas",Concordo Fortemente,"Fase inicial (por exemplo, fase de design), fase de desenvolvimento, fase de teste, fase de implantação, fase de manutenção, iterativamente durante todo o ciclo de vida do software","Normalmente os Gerentes de Arquitetura lidam com o Mapa de Calor e a visão geral da maturidade do NFR em grandes projetos. Os arquitetos de software lidam com planilhas NFR para recursos específicos do projeto. E também temos especialistas em Dados, Segurança, Proteção e Regulamentação de Dados do Usuário, DevOps, todos desempenhando funções consultivas para os Arquitetos de Software.","Revisar e refinar as definições de NFR no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código focadas em NFRs, Empregar ferramentas ou estruturas específicas para avaliação de NFR, Integrar testes de NFR no pipeline de integração contínua","Cada projeto possui uma planilha NFR que é preenchida por um arquiteto e a solução revisada pela equipe.

Os incidentes podem ter seu post mortem mapeado para ações relacionadas ao NFR.

Temos análises de Nível de Maturidade baseadas periodicamente com todos os arquitetos e PDCAs onde discutimos e avaliamos NFRs.

Além de revisões de código e testes executados para quase todos os commits, entregas (Segurança (Pentest), CI (SAST/DAST), Desempenho (Carga/Estresse), Observabilidade, Layout, Etc).",Falta de documentação clara para requisitos não funcionais no sistema de código aberto,"Como atuo como arquiteto, atendo periodicamente em PDCAs sobre NFRs bem como em Solution Reviews e diariamente soluciono dúvidas dos desenvolvedores relacionadas a este tema.",,,
37,28/08/2023 15:03:14,Sim,47,Masculino,Doutorado,30,50,Muito Alto,Desenvolvedor de Software,"Java, Python, JavaScript, Golang","Frequentemente escolhendo tecnologias, revisando código e resolvendo problemas de desempenho.","Relevância para sua área de especialização, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Segurança: Medidas para proteger os dados e evitar acesso não autorizado., Usabilidade: Facilidade de uso e facilidade de interação., Capacidade de manutenção: Facilidade de fazer atualizações e alterações no software.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), Reuniões",Concordo Fortemente,"Fase de desenvolvimento, fase de teste, fase de implantação, fase de manutenção",Não,"Conduzindo revisões de código com foco em NFRs, Empregando ferramentas ou estruturas específicas para avaliação de NFRs",Acontece procurando erros no código que possam causar problemas de NFR e utilizando ferramentas como testes de penetração para verificar a segurança do código ou ferramentas de teste de desempenho que testam a escalabilidade em termos de número de usuários.,"Ferramentas ou estruturas insuficientes para testar e verificar aspectos não funcionais, Lidar com trade-offs entre diferentes requisitos não funcionais, Ambiguidade na definição e articulação clara das NFRs, Compreensão limitada das implicações técnicas das NFRs","Recebi e dei sugestões de pares relacionados à complexidade de tempo, à arquitetura de software (multithreaded, balanceamento de carga e outros)",,,
38,29/08/2023 07:23:51,Sim,35,Masculino,Mestrado,10,8,Alto,Engenheiro de Software,"Java, Python","Tenho discussões sobre NFRs mais relacionadas à área de dados. Temos algumas restrições relacionadas ao tempo e aos custos para processar big data na nuvem. Por isso, precisamos fornecer soluções escaláveis horizontalmente para atingir os NFRs.

Recentemente, também discutimos sobre a segurança na implantação da nuvem. Estamos migrando um sistema para uma nuvem e protegendo os endpoints com autorização e autor.","Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto","Desempenho: Velocidade, capacidade de resposta e eficiência do software. Escalabilidade: Capacidade de lidar com aumento de carga de trabalho ou tráfego de usuários.",Muito Baixo,"Plataformas de chat com a equipe (ex. Teams, Slack, Discord), Reuniões, Com outros colegas (mais experientes), E-mail",Concordo Fortemente,Iterativamente durante todo o ciclo de vida do software,"No meu projeto atual, temos um sistema intensivo de dados, os NFRs estão mais relacionados ao desempenho de entrega de dados de forma mais rápida aos usuários. Por isso, contamos com Engenheiros de Dados dedicados a realizá-lo.","Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou estruturas específicas para avaliação de NFR",Não há um processo de NFR definido ou requisitos bem definidos; essas discussões e estratégias aparecem à medida que ocorrem problemas de NFR nos projetos.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Lidando com trade-offs entre diferentes requisitos não funcionais, Ambiguidade na definição e articulação clara de NFRs","Não, eu não fiz.",,,
39,05/09/2023 14:18:57,Sim,38,Masculino,Doutorado,11,30,Muito Alto,Engenheiro de Software,"Java, Python, C++, JavaScript",Normalmente discuto NFR durante a fase de design,"Relevância para sua área de especialização, Impacto na qualidade do software que você usa, Alinhamento com as metas do projeto, Riscos potenciais de NFRs não são abordados","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acessos não autorizados., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Muito Alto,Documentação de requisitos,Concordo Fortemente,"Fase inicial (por exemplo, fase de design), fase de teste, fase de manutenção","Não é um especialista. Normalmente, o engenheiro responsável pela tarefa de design é responsável por elicitar e especificar o NFR. Esses requisitos são discutidos posteriormente durante a revisão do projeto, antes de qualquer implementação ser feita","Revisar e refinar as definições de NFR no início do processo de desenvolvimento, Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou estruturas específicas para avaliação de NFR, Integrar testes de NFR no pipeline de integração contínua",Listamos e discutimos o NFR durante as sessões de design,"Nenhum, não trabalho próximo com código-fonte aberto, então essas questões podem não ser aplicáveis a mim","Sim, durante as sessões de design discutimos em grupo o que são as NFR e como atendê-las. Discutimos mecanismos que podem ser usados para monitorar e agir rapidamente caso não cumpramos a NFR",,,
40,06/09/2023 05:24:31,Sim,28,Masculino,Doutorado,5,3,Alto,Engenheiro de Software,"Java, JavaScript","Reuniões de equipe, reuniões de levantamento de requisitos","Impacto na qualidade do software que você usa, Alinhamento com as metas do projeto, Riscos potenciais de NFRs não são abordados","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acesso não autorizado., Usabilidade: Usuário -simpatia e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Documentação de requisitos, plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), comentários de código, discussões em plataformas de controle de versão (por exemplo, problemas e pull requests), reuniões",Concordo,"Fase de desenvolvimento, fase de teste, fase de implantação, fase de manutenção, iterativamente durante todo o ciclo de vida do software",Não,"Colaborar com outros membros da equipe para coletar insights, Empregar ferramentas ou estruturas específicas para avaliação de NFR, Integrar testes de NFR no pipeline de integração contínua","Geralmente acontece conforme descrito acima, principalmente durante a colaboração com membros da equipe. Quanto a quando, geralmente quando o NFR tem um impacto negativo no sistema. Esse feedback geralmente é obtido conversando com nossos clientes.","Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Lidar com compensações entre diferentes requisitos não funcionais, Ambiguidade na definição e articulação clara de NFRs","Nada formal, geralmente reuniões com colegas que sugerem algumas boas práticas ou estratégias.",,,
41,26/08/2023 19:04:19,Yes,39,Masculino,Bacharel,23,10,Muito Alto,Arquiteto de Software,"Java, Groovy",Questão muito ampla,"Relevância para sua área de especialização, Impacto na qualidade do software que você usa, Alinhamento com as metas do projeto, Riscos potenciais de NFRs não são abordados","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acessos não autorizados., Usabilidade: Facilidade de utilização e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), comentários de código, discussões em plataformas de controle de versão (por exemplo, problemas e pull requests), reuniões",Concordo Fortemente,"Early phase (e.g., design phase), Development phase, Testing phase, Deployment phase, Maintenance phase, Iteratively during the software's whole life cycle","normalmente não, exceto para auditores de segurança","Revisar e refinar as definições de NFR no início do processo de desenvolvimento, Conduzir revisões de código com foco em NFRs",n/a,"Lidar com trade-offs entre diferentes requisitos não funcionais, Ambiguidade na definição e articulação clara das NFRs",Muito ampla,Muito ampla,Muito ampla,Muito ampla
42,26/08/2023 19:31:52,Sim,35,Masculino,Bacharel,9,12,Alto,Engenheiro de Software,"Java, C#","Estive envolvido em discussões sobre NFRs em todos os projetos em que trabalhei. Atualmente como Engenheiro de Software Sênior, isso é algo que faço diariamente.",Impacto na qualidade do software que você usa. Os riscos potenciais de NFRs não são abordados,"Desempenho: Velocidade, capacidade de resposta e eficiência do software., Usabilidade: Facilidade de uso e facilidade de interação., Capacidade de manutenção: Facilidade de fazer atualizações e alterações no software.",Alto,"Plataformas de bate-papo com a equipe (por exemplo, Teams, Slack, Discord), comentários de código, reuniões",Concordo,Iterativamente durante todo o ciclo de vida do software,Não. Eles eram engenheiros comuns.,Colaborar com outros membros da equipe para coletar insights,"Geralmente acontece durante a fase de desenvolvimento e durante a fase de teste. Em uma equipe pequena, o desenvolvedor, o responsável pelo controle de qualidade e o gerente geralmente discutirão as NFRs e, se houver tempo disponível, tentarão resolvê-las.","Comunicação inadequada entre os membros da equipe sobre requisitos não funcionais, Ferramentas ou estruturas insuficientes para testar e verificar aspectos não funcionais, Lidar com trade-offs entre diferentes requisitos não funcionais, Ambiguidade na definição e articulação clara das NFRs","Sim, recebi/dei sugestões úteis. Minha abordagem para lidar com NFRs é apenas pensar nos riscos que a implementação atual do software apresenta e tentar melhorá-la. Por exemplo, refatorando continuamente o código na primeira chance que tenho. Tento ensinar os outros a fazerem o mesmo.",A motivação deve ser um sistema que funcione o mais próximo possível da perfeição.,Um projeto monolítico que usava toda a RAM disponível (e travava) toda vez que muitos usuários tentavam usar a mesma funcionalidade. Isso foi resolvido escalonando o serviço para vários núcleos/vms,Não
43,29/08/2023 00:21:37,Sim,31,Masculino,Bacharel,5,6,Alto,Engenheiro de Software,"Java, JavaScript","Envolvido em discussões sobre segurança, backup, escalabilidade etc.","Relevância para sua área de especialização, Impacto na qualidade do software que você usa, Alinhamento com os objetivos do projeto, Oportunidade de aprendizagem","Desempenho: Velocidade, capacidade de resposta e eficiência do software., Escalabilidade: Capacidade de lidar com o aumento da carga de trabalho ou tráfego de usuários., Robustez: Capacidade do software de se recuperar em diversas condições., Disponibilidade: Tempo de atividade do sistema e acessibilidade para os usuários., Segurança: Medidas para proteger os dados e evitar acessos não autorizados., Usabilidade: Facilidade de utilização e facilidade de interação., Manutenibilidade: Facilidade de fazer atualizações e alterações no software.",Alto,"Discussões sobre plataformas de controle de versão (por exemplo, problemas e pull requests), Reuniões, Com outros colegas (mais experientes)",Concordo Fortemente,Iterativamente durante todo o ciclo de vida do software,Não. Todos os membros da equipe eram responsáveis,"Colaborar com outros membros da equipe para coletar insights, Conduzir revisões de código com foco em NFRs",Possíveis questões são discutidas e implementações são propostas para mitigar as questões.,"Falta de documentação clara para requisitos não funcionais no sistema de código aberto, Compreensão limitada das implicações técnicas das NFRs",Sim. Problemas de desempenho ficaram evidentes em um dos meus recursos. Foi-me sugerido fazer uso de cache e isso melhorou consideravelmente o desempenho.,Satisfação do cliente,"A disponibilidade do produto era ignorada na minha empresa anterior e o aplicativo caía inesperadamente, causando possível perda de receita para o cliente.",A indústria tem estabelecido bons indicadores sobre NFRs e as pessoas devem investir recursos nas melhores práticas
